email,Alcoholic,Appetizers,Arcade,Billiards,Bowling,Cocktail,Desserts,Mains,Non-alcoholic,Salads,VR,total_spent_year,visit_count_year,is_loyalty
abigail.chen229@hotmail.com,-0.2871238516805706,-1.2820400218878525,-1.102799382135505,-1.1940712463157244,0.5765408161939173,-0.600170582446914,-0.41383212057709023,-1.001082583641697,-1.3082526872077302,-0.3000134697161858,-1.3374350722171322,-1.2583735992640313,-1.384754686472162,0.7895420339517227
abigail.chow473@gmail.com,-0.8928703742134197,-0.8783750275906698,-1.5920626395159423,-0.616108397179362,-1.307579498165289,-1.2483029608993048,-0.9554971998664755,0.741229222795866,-0.8003906191923069,1.33049451787178,0.5480467025250654,-1.0116503502146952,-0.692377343236081,0.7895420339517227
abigail.johnson162@yahoo.com,0.3186226708522785,0.3326199553008785,0.609622018696025,3.4296315467751737,0.5765408161939173,0.37202798523167224,2.2944932758698364,0.9901309094298036,0.7231955848539627,0.5152405240777971,-1.3374350722171322,1.1133833450013484,1.384754686472162,0.7895420339517227
abigail.nguyen35@yahoo.com,-0.5899971129469952,0.7362849495980613,-0.613536124755068,-0.03814554804299981,-0.05149928859248488,-1.2483029608993048,0.12783295871229505,-0.5032792103738218,-1.3082526872077302,0.5152405240777971,0.5480467025250654,-0.5774812904865766,-1.0385660148541216,0.7895420339517227
abigail.nowak26@outlook.com,0.015749409585853958,-0.07104503899630422,0.12035876131558776,-0.03814554804299981,-0.679539393378887,-0.9242367716731095,-0.9554971998664755,-0.25437752373988426,-0.4618159071820248,-1.1152674635101687,-0.08044722238900051,-0.5157744489041146,0.0,0.7895420339517227
abigail.park335@gmail.com,-0.8928703742134197,-1.2820400218878525,-1.102799382135505,-1.1940712463157244,-1.307579498165289,-1.5723691501255004,-0.9554971998664755,-0.7521808970077595,-1.4775400432128711,-0.3000134697161858,-0.7089411473030663,-1.5732242555273002,-1.7309433580902025,0.7895420339517227
abigail.singh287@yahoo.com,0.3186226708522785,0.3326199553008785,-0.3689044960648494,-0.03814554804299981,-0.05149928859248488,-0.9242367716731095,-0.41383212057709023,0.2434258495279909,-0.2925285511768837,-0.3000134697161858,-0.7089411473030663,-0.3189233772192317,0.0,0.7895420339517227
abigail.smith468@outlook.com,-0.8928703742134197,-0.474710033293487,-0.12427286737463082,-0.616108397179362,-0.679539393378887,-0.600170582446914,-0.41383212057709023,-1.001082583641697,-1.1389653312025891,-0.3000134697161858,0.5480467025250654,-0.6720891927103058,-1.384754686472162,0.7895420339517227
abigail.thompson263@hotmail.com,0.3186226708522785,-0.474710033293487,-0.3689044960648494,-0.03814554804299981,-0.679539393378887,-0.2761043932207186,-0.41383212057709023,-0.005475837105946687,-0.2925285511768837,-1.1152674635101687,-0.7089411473030663,-0.3476944524002556,0.0,0.7895420339517227
abigail.thompson339@gmail.com,-0.5899971129469952,-0.474710033293487,0.12035876131558776,-0.616108397179362,-0.679539393378887,-0.2761043932207186,-0.9554971998664755,-0.005475837105946687,-0.6311032631871658,-1.1152674635101687,-1.3374350722171322,-0.5115403461633607,-1.0385660148541216,-1.2665570127975552
aiden.chan248@hotmail.com,1.5301157159179768,0.7362849495980613,1.8327801621471178,1.1177801502297247,2.4606611305531234,0.6960941744578677,1.2111631172910655,1.4879342826976787,1.569632364879668,0.5152405240777971,1.1765406274391312,1.6755125424766752,2.077132029708243,0.7895420339517227
