email,Alcoholic,Appetizers,Arcade,Billiards,Bowling,Cocktail,Desserts,Mains,Non-alcoholic,Salads,VR,total_spent_year,visit_count_year,is_loyalty,cluster
abigail.chen229@hotmail.com,-0.2871238516805706,-1.2820400218878525,-1.102799382135505,-1.1940712463157244,0.5765408161939173,-0.600170582446914,-0.4138321205770902,-1.001082583641697,-1.3082526872077302,-0.3000134697161858,-1.3374350722171322,-1.2583735992640313,-1.384754686472162,0.7895420339517227,4
abigail.chow473@gmail.com,-0.8928703742134197,-0.8783750275906698,-1.5920626395159423,-0.616108397179362,-1.307579498165289,-1.2483029608993048,-0.9554971998664756,0.741229222795866,-0.8003906191923069,1.33049451787178,0.5480467025250654,-1.0116503502146952,-0.692377343236081,0.7895420339517227,4
abigail.johnson162@yahoo.com,0.3186226708522785,0.3326199553008785,0.609622018696025,3.4296315467751737,0.5765408161939173,0.3720279852316722,2.2944932758698364,0.9901309094298036,0.7231955848539627,0.5152405240777971,-1.3374350722171322,1.1133833450013484,1.384754686472162,0.7895420339517227,0
abigail.nguyen35@yahoo.com,-0.5899971129469952,0.7362849495980613,-0.613536124755068,-0.0381455480429998,-0.0514992885924848,-1.2483029608993048,0.127832958712295,-0.5032792103738218,-1.3082526872077302,0.5152405240777971,0.5480467025250654,-0.5774812904865766,-1.0385660148541216,0.7895420339517227,1
abigail.nowak26@outlook.com,0.0157494095858539,-0.0710450389963042,0.1203587613155877,-0.0381455480429998,-0.679539393378887,-0.9242367716731096,-0.9554971998664756,-0.2543775237398842,-0.4618159071820248,-1.1152674635101687,-0.0804472223890005,-0.5157744489041146,0.0,0.7895420339517227,1
abigail.park335@gmail.com,-0.8928703742134197,-1.2820400218878525,-1.102799382135505,-1.1940712463157244,-1.307579498165289,-1.5723691501255004,-0.9554971998664756,-0.7521808970077595,-1.4775400432128711,-0.3000134697161858,-0.7089411473030663,-1.5732242555273002,-1.7309433580902025,0.7895420339517227,4
abigail.singh287@yahoo.com,0.3186226708522785,0.3326199553008785,-0.3689044960648494,-0.0381455480429998,-0.0514992885924848,-0.9242367716731096,-0.4138321205770902,0.2434258495279909,-0.2925285511768837,-0.3000134697161858,-0.7089411473030663,-0.3189233772192317,0.0,0.7895420339517227,1
abigail.smith468@outlook.com,-0.8928703742134197,-0.474710033293487,-0.1242728673746308,-0.616108397179362,-0.679539393378887,-0.600170582446914,-0.4138321205770902,-1.001082583641697,-1.1389653312025891,-0.3000134697161858,0.5480467025250654,-0.6720891927103058,-1.384754686472162,0.7895420339517227,4
abigail.thompson263@hotmail.com,0.3186226708522785,-0.474710033293487,-0.3689044960648494,-0.0381455480429998,-0.679539393378887,-0.2761043932207186,-0.4138321205770902,-0.0054758371059466,-0.2925285511768837,-1.1152674635101687,-0.7089411473030663,-0.3476944524002556,0.0,0.7895420339517227,1
abigail.thompson339@gmail.com,-0.5899971129469952,-0.474710033293487,0.1203587613155877,-0.616108397179362,-0.679539393378887,-0.2761043932207186,-0.9554971998664756,-0.0054758371059466,-0.6311032631871658,-1.1152674635101687,-1.3374350722171322,-0.5115403461633607,-1.0385660148541216,-1.2665570127975552,4
aiden.chan248@hotmail.com,1.5301157159179768,0.7362849495980613,1.8327801621471176,1.1177801502297249,2.4606611305531234,0.6960941744578677,1.2111631172910655,1.4879342826976787,1.569632364879668,0.5152405240777971,1.1765406274391312,1.6755125424766752,2.077132029708243,0.7895420339517227,3
aiden.chen118@yahoo.com,-1.1957436354798443,-1.685705016185035,0.1203587613155877,-0.0381455480429998,-0.679539393378887,-0.2761043932207186,-0.9554971998664756,-1.4988859569095725,-0.8003906191923069,-0.3000134697161858,-1.3374350722171322,-1.0678042701699386,-1.384754686472162,0.7895420339517227,4
aiden.garcia277@outlook.com,-0.5899971129469952,-1.2820400218878525,-1.5920626395159423,-0.0381455480429998,0.5765408161939173,0.6960941744578677,-0.9554971998664756,0.2434258495279909,-0.6311032631871658,-1.1152674635101687,1.1765406274391312,-0.6685492051729542,-1.0385660148541216,0.7895420339517227,1
aiden.gonzalez136@yahoo.com,-0.8928703742134197,1.139949943895244,-1.102799382135505,-1.1940712463157244,-1.307579498165289,0.0479617960054768,-1.4971622791558608,-0.2543775237398842,-0.1232411951717426,-0.3000134697161858,-0.7089411473030663,-0.6894767785555325,-0.3461886716180405,-1.2665570127975552,4
aiden.lam185@hotmail.com,0.0157494095858539,1.139949943895244,-0.1242728673746308,1.1177801502297249,1.8326210257667213,-0.9242367716731096,-0.4138321205770902,-0.5032792103738218,0.2153335168385395,-1.1152674635101687,-1.3374350722171322,-0.2267795839675803,0.0,-1.2665570127975552,1
aiden.macdonald433@outlook.com,0.3186226708522785,1.139949943895244,-0.8581677534452865,-0.0381455480429998,-1.307579498165289,-0.600170582446914,-0.4138321205770902,-1.2499842702756343,0.2153335168385395,-0.3000134697161858,-0.7089411473030663,-0.7555218401592582,1.0385660148541216,-1.2665570127975552,1
aiden.martinez228@gmail.com,0.6214959321187031,0.7362849495980613,0.1203587613155877,0.5398173010933625,1.204580920980319,1.668292742136454,0.127832958712295,0.2434258495279909,1.231057652869386,0.5152405240777971,1.8050345523531968,0.8268525890368927,1.384754686472162,-1.2665570127975552,3
aiden.park48@outlook.com,-0.2871238516805706,0.3326199553008785,-0.3689044960648494,-0.616108397179362,-0.679539393378887,-0.2761043932207186,-0.9554971998664756,0.2434258495279909,-0.969677975197448,-1.1152674635101687,-1.3374350722171322,-0.654493372304058,-1.0385660148541216,-1.2665570127975552,4
aiden.smith493@outlook.com,0.0157494095858539,1.9472799324896093,-0.1242728673746308,-0.0381455480429998,-1.307579498165289,-1.5723691501255004,-0.9554971998664756,-0.7521808970077595,-0.8003906191923069,-1.1152674635101687,-0.7089411473030663,-0.334922732657654,-0.692377343236081,0.7895420339517227,1
aiden.wong178@hotmail.com,-0.5899971129469952,0.3326199553008785,-0.8581677534452865,-1.1940712463157244,-0.679539393378887,-0.9242367716731096,-0.9554971998664756,-0.5032792103738218,-0.6311032631871658,-1.1152674635101687,-0.7089411473030663,-0.973612837068251,-0.3461886716180405,-1.2665570127975552,4
alexander.johnson349@outlook.com,-0.5899971129469952,-0.8783750275906698,0.1203587613155877,-0.616108397179362,-0.679539393378887,1.020160363684063,-0.9554971998664756,-0.0054758371059466,-0.2925285511768837,0.5152405240777971,-0.7089411473030663,-0.1012835551924504,-0.692377343236081,0.7895420339517227,1
alexander.lau9@hotmail.com,0.9243691933851276,-0.0710450389963042,-0.1242728673746308,1.1177801502297249,-1.307579498165289,0.6960941744578677,-0.4138321205770902,-0.2543775237398842,0.2153335168385395,1.33049451787178,1.8050345523531968,0.3893170705722727,1.0385660148541216,0.7895420339517227,0
alexander.martinez100@hotmail.com,-1.4986168967462687,-0.8783750275906698,-1.102799382135505,-1.1940712463157244,-0.679539393378887,-1.5723691501255004,-0.9554971998664756,-1.7477876435435098,-1.3082526872077302,-1.1152674635101687,-1.3374350722171322,-1.8493779892008924,-2.077132029708243,-1.2665570127975552,4
alexander.park254@gmail.com,0.3186226708522785,1.9472799324896093,1.8327801621471176,2.2737058485024493,0.5765408161939173,1.668292742136454,1.7528281965804509,0.4923275361619285,0.8924829408591037,0.5152405240777971,0.5480467025250654,1.6981754038677592,1.384754686472162,0.7895420339517227,3
alexander.patel159@hotmail.com,0.0157494095858539,0.3326199553008785,0.1203587613155877,-0.0381455480429998,-0.0514992885924848,-0.600170582446914,1.2111631172910655,0.9901309094298036,-0.1232411951717426,-1.1152674635101687,-1.3374350722171322,0.191112474240755,0.692377343236081,-1.2665570127975552,2
alexander.patel389@gmail.com,-0.8928703742134197,-1.2820400218878525,-1.102799382135505,-0.616108397179362,-0.0514992885924848,-1.2483029608993048,-0.9554971998664756,-0.2543775237398842,-1.3082526872077302,0.5152405240777971,-1.3374350722171322,-1.2548336117266798,-0.3461886716180405,-1.2665570127975552,4
alexander.su258@hotmail.com,0.3186226708522785,0.3326199553008785,0.8542536473862435,2.2737058485024493,-0.0514992885924848,1.668292742136454,0.127832958712295,0.9901309094298036,2.246781788900232,-0.3000134697161858,1.1765406274391312,1.2767780638822428,1.384754686472162,0.7895420339517227,3
alexander.taylor405@gmail.com,-0.8928703742134197,0.7362849495980613,0.3649903900058063,-0.0381455480429998,-0.679539393378887,0.0479617960054768,0.127832958712295,-0.2543775237398842,1.0617702968642448,-1.1152674635101687,-0.0804472223890005,-0.044609048834655,0.692377343236081,-1.2665570127975552,2
alexander.white134@gmail.com,-0.2871238516805706,-0.474710033293487,-0.1242728673746308,-0.0381455480429998,-0.679539393378887,-1.896435339351696,-0.4138321205770902,-0.2543775237398842,-0.969677975197448,0.5152405240777971,-1.3374350722171322,-0.8327768622979306,-1.0385660148541216,0.7895420339517227,4
alexander.wilson223@icloud.com,0.6214959321187031,0.7362849495980613,-0.613536124755068,1.1177801502297249,1.204580920980319,1.668292742136454,0.127832958712295,-0.2543775237398842,0.5539082288488216,-1.1152674635101687,1.1765406274391312,0.5136331035016188,1.0385660148541216,-1.2665570127975552,2
amelia.gonzalez211@icloud.com,3.0444820222500995,0.7362849495980613,0.8542536473862435,-0.0381455480429998,0.5765408161939173,0.6960941744578677,1.7528281965804509,2.2346393425994915,0.3846208728436806,-1.1152674635101687,-0.0804472223890005,1.4901837831682705,1.0385660148541216,0.7895420339517227,3
amelia.johnson273@outlook.com,0.6214959321187031,-0.0710450389963042,-0.3689044960648494,-0.616108397179362,-0.679539393378887,1.020160363684063,0.6694980380016803,0.2434258495279909,0.3846208728436806,-0.3000134697161858,-0.0804472223890005,0.2346682032542472,1.384754686472162,0.7895420339517227,2
amelia.li361@yahoo.com,-1.1957436354798443,-0.474710033293487,0.8542536473862435,-0.0381455480429998,0.5765408161939173,0.3720279852316722,-1.4971622791558608,0.2434258495279909,-0.2925285511768837,-0.3000134697161858,0.5480467025250654,0.1416220602381733,0.0,0.7895420339517227,1
amelia.liu131@yahoo.com,-0.5899971129469952,-0.8783750275906698,-0.613536124755068,-0.0381455480429998,-0.0514992885924848,-0.600170582446914,0.127832958712295,-0.7521808970077595,-1.1389653312025891,-1.1152674635101687,0.5480467025250654,-0.6988473338014629,-1.384754686472162,-1.2665570127975552,4
amelia.martin461@outlook.com,-1.4986168967462687,-0.474710033293487,-1.5920626395159423,-0.0381455480429998,-1.307579498165289,-0.600170582446914,-0.4138321205770902,-0.5032792103738218,-0.969677975197448,-0.3000134697161858,-0.0804472223890005,-1.3195598544439413,-1.384754686472162,0.7895420339517227,4
amelia.nguyen311@outlook.com,-1.4986168967462687,-1.2820400218878525,-1.102799382135505,-1.1940712463157244,-0.679539393378887,-0.9242367716731096,-1.4971622791558608,-1.2499842702756343,-1.8161147552231531,-0.3000134697161858,-1.3374350722171322,-1.592694186982734,-2.077132029708243,0.7895420339517227,4
amelia.rodriguez86@icloud.com,-0.2871238516805706,-0.8783750275906698,0.1203587613155877,-0.0381455480429998,-0.679539393378887,0.0479617960054768,-0.4138321205770902,-0.7521808970077595,-0.2925285511768837,-0.3000134697161858,1.8050345523531968,-0.3811160994440747,0.3461886716180405,-1.2665570127975552,1
amelia.zhang308@outlook.com,2.741608760983675,1.139949943895244,0.609622018696025,1.695742999366087,0.5765408161939173,0.6960941744578677,1.7528281965804509,1.2390325960637412,0.0460461608333984,1.33049451787178,-0.7089411473030663,1.66461493378326,0.692377343236081,0.7895420339517227,0
aria.anderson151@icloud.com,-0.8928703742134197,-0.474710033293487,-0.613536124755068,-0.0381455480429998,-0.679539393378887,-1.2483029608993048,-0.4138321205770902,-0.5032792103738218,-0.4618159071820248,-1.1152674635101687,-1.3374350722171322,-1.0166132739190217,-1.0385660148541216,-1.2665570127975552,4
aria.garcia13@hotmail.com,-0.2871238516805706,-0.474710033293487,-0.3689044960648494,-0.0381455480429998,-0.0514992885924848,-0.600170582446914,0.127832958712295,0.2434258495279909,-0.6311032631871658,-0.3000134697161858,1.1765406274391312,-0.0673760275062496,-0.692377343236081,-1.2665570127975552,1
aria.garcia364@icloud.com,-0.8928703742134197,-0.8783750275906698,0.1203587613155877,-0.0381455480429998,-0.0514992885924848,-0.2761043932207186,-0.9554971998664756,-0.7521808970077595,0.0460461608333984,-0.3000134697161858,1.1765406274391312,-0.4773204666356292,0.0,-1.2665570127975552,1
aria.gonzalez193@hotmail.com,-0.2871238516805706,1.543614938192427,-0.8581677534452865,-1.1940712463157244,2.4606611305531234,0.0479617960054768,0.127832958712295,-0.0054758371059466,-0.2925285511768837,-1.1152674635101687,1.1765406274391312,-0.0667166180630173,-1.0385660148541216,-1.2665570127975552,2
aria.huang253@yahoo.com,0.0157494095858539,1.543614938192427,-0.8581677534452865,-0.616108397179362,-0.679539393378887,-0.600170582446914,0.6694980380016803,-0.0054758371059466,0.2153335168385395,-0.3000134697161858,-0.0804472223890005,-0.2784911666210493,0.692377343236081,0.7895420339517227,2
aria.ivanov15@yahoo.com,-0.8928703742134197,-0.8783750275906698,-1.3474310108257237,-0.616108397179362,-0.0514992885924848,-1.5723691501255004,-0.9554971998664756,-1.7477876435435098,-1.3082526872077302,-1.1152674635101687,-0.7089411473030663,-1.5530949146286344,-1.384754686472162,0.7895420339517227,4
aria.khan113@outlook.com,-0.2871238516805706,-0.8783750275906698,0.1203587613155877,-0.0381455480429998,-0.0514992885924848,-0.9242367716731096,-0.4138321205770902,-0.5032792103738218,-0.969677975197448,0.5152405240777971,0.5480467025250654,-0.1833626779947685,-1.7309433580902025,0.7895420339517227,1
aria.lau174@yahoo.com,-0.5899971129469952,-0.474710033293487,1.098885276076462,-0.616108397179362,-1.307579498165289,0.0479617960054768,-0.9554971998664756,-0.7521808970077595,0.0460461608333984,0.5152405240777971,-1.3374350722171322,-0.2336860302414329,1.0385660148541216,0.7895420339517227,1
aria.nowak10@icloud.com,0.3186226708522785,-0.0710450389963042,-0.1242728673746308,-1.1940712463157244,-0.679539393378887,-1.2483029608993048,0.6694980380016803,-0.7521808970077595,-0.4618159071820248,-0.3000134697161858,-0.7089411473030663,-0.774089421850269,0.0,0.7895420339517227,1
aria.nowak441@icloud.com,0.0157494095858539,-0.474710033293487,-0.3689044960648494,-0.616108397179362,-1.307579498165289,0.3720279852316722,0.6694980380016803,1.985737655965554,0.8924829408591037,-1.1152674635101687,1.8050345523531968,0.5618741101380768,0.3461886716180405,0.7895420339517227,2
aria.tremblay406@icloud.com,0.0157494095858539,-0.474710033293487,-0.3689044960648494,-0.0381455480429998,-0.679539393378887,-0.2761043932207186,0.127832958712295,-1.001082583641697,0.7231955848539627,-1.1152674635101687,-1.3374350722171322,-0.8030340258321437,0.0,0.7895420339517227,1
ava.chen323@outlook.com,0.6214959321187031,-1.2820400218878525,-0.613536124755068,-0.616108397179362,-0.0514992885924848,-0.2761043932207186,-0.9554971998664756,-0.5032792103738218,0.2153335168385395,-1.1152674635101687,0.5480467025250654,-0.8837596239878274,0.0,0.7895420339517227,1
ava.liu81@icloud.com,-0.8928703742134197,-1.685705016185035,-1.3474310108257237,0.5398173010933625,-1.307579498165289,-1.2483029608993048,0.127832958712295,-0.2543775237398842,-0.4618159071820248,-1.1152674635101687,-1.3374350722171322,-1.100358273209505,-1.0385660148541216,0.7895420339517227,4
ava.smith409@gmail.com,0.6214959321187031,1.9472799324896093,-0.3689044960648494,-0.616108397179362,-0.0514992885924848,0.0479617960054768,1.2111631172910655,0.741229222795866,1.0617702968642448,-0.3000134697161858,0.5480467025250654,0.5654140976754283,1.7309433580902025,-1.2665570127975552,2
ava.thompson298@outlook.com,-0.2871238516805706,-0.474710033293487,-0.1242728673746308,-1.1940712463157244,1.204580920980319,-0.2761043932207186,-0.4138321205770902,-0.7521808970077595,-0.969677975197448,0.5152405240777971,-0.7089411473030663,-0.6919061817674406,-0.692377343236081,-1.2665570127975552,1
avery.brown176@icloud.com,0.3186226708522785,0.3326199553008785,0.609622018696025,1.1177801502297249,0.5765408161939173,0.6960941744578677,-0.9554971998664756,0.741229222795866,1.400345008874527,-0.3000134697161858,-0.7089411473030663,0.1812907441126128,0.0,0.7895420339517227,2
avery.chow431@icloud.com,1.227242454651552,0.7362849495980613,0.609622018696025,0.5398173010933625,1.8326210257667213,-0.600170582446914,-0.4138321205770902,-0.7521808970077595,0.0460461608333984,-1.1152674635101687,0.5480467025250654,0.191355414561946,0.3461886716180405,-1.2665570127975552,2
avery.khan192@gmail.com,-0.2871238516805706,0.3326199553008785,-0.613536124755068,-0.616108397179362,-0.679539393378887,-1.2483029608993048,-0.9554971998664756,-0.7521808970077595,0.2153335168385395,-0.3000134697161858,1.1765406274391312,-0.5020656736369201,-0.692377343236081,0.7895420339517227,1
avery.lee137@outlook.com,-0.5899971129469952,-0.0710450389963042,-0.8581677534452865,-0.0381455480429998,-0.0514992885924848,-0.9242367716731096,1.2111631172910655,-0.7521808970077595,-0.4618159071820248,-1.1152674635101687,0.5480467025250654,-0.8883060785701121,-0.692377343236081,0.7895420339517227,1
avery.su423@outlook.com,0.6214959321187031,0.7362849495980613,1.098885276076462,0.5398173010933625,0.5765408161939173,-0.600170582446914,-0.4138321205770902,-0.5032792103738218,1.738919720884809,-0.3000134697161858,0.5480467025250654,0.6157374499220927,0.0,0.7895420339517227,2
avery.wilson142@gmail.com,0.0157494095858539,0.7362849495980613,0.1203587613155877,1.695742999366087,-0.0514992885924848,1.9923589313626493,0.6694980380016803,1.2390325960637412,1.231057652869386,-1.1152674635101687,-0.7089411473030663,0.5930745885310087,0.3461886716180405,-1.2665570127975552,2
benjamin.anderson24@gmail.com,0.3186226708522785,1.139949943895244,0.1203587613155877,-0.616108397179362,-1.307579498165289,0.0479617960054768,-0.9554971998664756,-0.7521808970077595,0.0460461608333984,1.33049451787178,-0.0804472223890005,-0.1674327340766867,-0.3461886716180405,-1.2665570127975552,1
benjamin.lam53@gmail.com,-0.8928703742134197,-1.685705016185035,0.1203587613155877,-1.1940712463157244,-1.307579498165289,-0.2761043932207186,-0.9554971998664756,-1.4988859569095725,-1.6468273992180122,-1.1152674635101687,-0.7089411473030663,-1.280619991533074,-1.0385660148541216,-1.2665570127975552,4
benjamin.lau498@gmail.com,3.3473552835165243,0.7362849495980613,-0.613536124755068,0.5398173010933625,0.5765408161939173,2.64049130981504,-0.4138321205770902,0.9901309094298036,2.4160691449053733,1.33049451787178,-0.7089411473030663,1.427713414862066,1.384754686472162,0.7895420339517227,0
benjamin.lopez376@yahoo.com,0.3186226708522785,-0.0710450389963042,1.098885276076462,1.1177801502297249,-0.0514992885924848,2.316425120588845,1.7528281965804509,0.741229222795866,2.923931212920796,-0.3000134697161858,-0.0804472223890005,1.3800624061485005,0.692377343236081,-1.2665570127975552,3
benjamin.nguyen74@icloud.com,0.9243691933851276,0.7362849495980613,1.5881485334568992,-0.616108397179362,0.5765408161939173,1.3442265529102586,2.8361583551592218,-0.7521808970077595,-0.1232411951717426,-0.3000134697161858,0.5480467025250654,0.8229655438978399,1.0385660148541216,0.7895420339517227,3
benjamin.park25@icloud.com,-0.5899971129469952,0.3326199553008785,0.1203587613155877,-0.616108397179362,0.5765408161939173,0.0479617960054768,-0.4138321205770902,1.2390325960637412,-0.8003906191923069,-1.1152674635101687,0.5480467025250654,0.2116929900216321,-0.692377343236081,0.7895420339517227,1
benjamin.patel42@outlook.com,-0.2871238516805706,1.139949943895244,-0.1242728673746308,-0.0381455480429998,-0.0514992885924848,0.0479617960054768,0.127832958712295,-0.5032792103738218,0.2153335168385395,0.5152405240777971,-0.7089411473030663,-0.1170399703096817,0.0,-1.2665570127975552,1
benjamin.su470@hotmail.com,0.6214959321187031,0.7362849495980613,-1.3474310108257237,-0.0381455480429998,-1.307579498165289,-0.2761043932207186,0.127832958712295,-1.001082583641697,-1.1389653312025891,-1.1152674635101687,-1.3374350722171322,-0.948242926383898,-0.692377343236081,0.7895420339517227,4
benjamin.thompson245@outlook.com,-0.8928703742134197,-0.474710033293487,0.1203587613155877,0.5398173010933625,0.5765408161939173,-0.9242367716731096,-0.4138321205770902,0.9901309094298036,0.0460461608333984,-0.3000134697161858,1.8050345523531968,-0.0970841582118665,-0.692377343236081,-1.2665570127975552,2
benjamin.wilson14@hotmail.com,3.0444820222500995,0.7362849495980613,2.3220434195275548,-0.0381455480429998,1.204580920980319,1.020160363684063,-0.4138321205770902,3.230246089135242,1.0617702968642448,1.33049451787178,-0.0804472223890005,2.2364617441062187,2.077132029708243,0.7895420339517227,3
camila.chan443@hotmail.com,-0.5899971129469952,-1.2820400218878525,-0.613536124755068,1.1177801502297249,-0.679539393378887,-0.2761043932207186,-0.4138321205770902,-0.5032792103738218,-0.1232411951717426,0.5152405240777971,1.1765406274391312,-0.5793554015357626,-0.3461886716180405,0.7895420339517227,1
camila.chen115@gmail.com,-0.8928703742134197,-0.8783750275906698,-0.8581677534452865,-0.0381455480429998,-0.679539393378887,-1.2483029608993048,0.127832958712295,-1.4988859569095725,-0.8003906191923069,0.5152405240777971,-0.7089411473030663,-1.1297540520735911,-1.384754686472162,-1.2665570127975552,4
